Mesorhizobium_loti_MAFF303099	0	0.973	0.0	0.0	0.996	
Escherichia_coli_O157-H7_EDL933	0	0.973	0.868	0.92	0.98	0.893
Escherichia_coli_CFT073	0	0.993	0.92	0.951	0.995	0.936
Escherichia_coli_O157-H7	0	0.978	0.903	0.93	0.985	0.916
Ralstonia_solanacearum_GMI1000	0	0.973	0.093	0.308	0.978	0.143
Pseudomonas_putida_KT2440	0	0.988	0.994	0.694	1.0	0.817
Pseudomonas_aeruginosa_PAO1	0	0.999	1.0	0.87	1.0	0.93
Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18	0	0.99	0.919	0.895	0.995	0.907
Xanthomonas_axonopodis_pv._citri_str._306	0	0.99	0.667	0.438	0.997	0.528
Yersinia_pestis_KIM	0	0.98	0.677	0.662	0.99	0.669
Shigella_flexneri_2a_str._301	0	0.963	0.251	0.967	0.963	0.399
Bacteroides_uniformis_ATCC_8492_strain_81A2	0	0.926	1.0	0.042	1.0	0.081
Yersinia_pestis_CO92	0	0.977	0.651	0.587	0.99	0.618
Paracoccus_denitrificans_PD1222	0	0.977	0.93	0.41	0.999	0.569
Shewanella_oneidensis_MR-1	0	0.992	0.986	0.8	1.0	0.883
Escherichia_coli_K12	0	0.986	0.592	0.944	0.987	0.727
Enterococcus_faecalis_strain_V583	0	0.991	1.0	0.5	1.0	0.667
Bacillus_halodurans_C-125	0	0.995	0.783	0.783	0.998	0.783
Mycobacterium_tuberculosis_H37Rv	0	0.998	0.923	0.774	1.0	0.842
Bacillus_subtilis_subsp._subtilis_str._168	0	0.998	0.982	0.982	0.999	0.982
Mycobacterium_tuberculosis_CDC1551	0	0.999	1.0	0.786	1.0	0.88
Paracoccus_sanguinis_5503	0	0.961	1.0	0.516	1.0	0.681
Caulobacter_crescentus_CB15	0	0.998	1.0	0.579	1.0	0.733
Vibrio_cholerae_O1_biovar_eltor_str._N16961	0	0.996	1.0	0.545	1.0	0.706
Paracoccus_aminophilus_JCM_7686	0	0.931	1.0	0.282	1.0	0.44
Paracoccus_sp._SCN_68-21	0	0.975		0.0	1.0	
Listeria_innocua_Clip11262	0	0.956	0.922	0.614	0.994	0.737
Deinococcus_radiodurans_R1	0	0.991		0.0	1.0	
Brucella_melitensis_16M	0	0.977		0.0	1.0	
Paracoccus_yeei_TT13	0	0.96	0.93	0.533	0.997	0.677
Clostridium_perfringens_str._13	0	0.988	1.0	0.256	1.0	0.407
Listeria_monocytogenes_EGD-e	0	0.994	1.0	0.787	1.0	0.881
Staphylococcus_aureus_strain_Sa_Newman_UoM	0	0.995	0.952	0.985	0.996	0.969
Staphylococcus_aureus_subsp._aureus_Mu50	0	0.992	0.885	0.956	0.993	0.919
Clostridium_tetani_E88	0	0.983	1.0	0.717	1.0	0.835
Staphylococcus_aureus_subsp._aureus_MW2	0	0.982	0.729	0.984	0.982	0.837
Xylella_fastidiosa_9a5c	0	0.956	0.842	0.64	0.988	0.727
Lactococcus_lactis_subsp._lactis_Il1403	0	0.986	0.92	0.932	0.992	0.926
Xylella_fastidiosa_Temecula1	0	0.967	0.825	0.712	0.988	0.764
Neisseria_meningitidis_MC58	0	0.991	1.0	0.56	1.0	0.718
Pasteurella_multocida_subsp._multocida_str._Pm70	0	0.992		0.0	1.0	
Bifidobacterium_longum_NCC2705	0	0.959		0.0	1.0	
Streptococcus_pyogenes_MGAS315	0	0.991	0.997	0.954	0.999	0.975
Streptococcus_pyogenes_M1_GAS	0	0.995	1.0	0.944	1.0	0.971
Streptococcus_pyogenes_MGAS8232	0	0.991	1.0	0.943	1.0	0.971
Neisseria_meningitidis_Z2491	0	0.974	1.0	0.404	1.0	0.575
Haemophilus_influenzae_Rd_KW20	0	0.994	0.933	0.921	0.997	0.927
Achromobacter_denitrificans_strain_PR1	0	0.986	1.0	0.287	1.0	0.446
Mesorhizobium_loti_MAFF303099	1	0.99	0.806	0.747	0.996	0.776
Escherichia_coli_O157-H7_EDL933	1	0.973	0.852	0.942	0.977	0.895
Escherichia_coli_CFT073	1	0.993	0.893	0.974	0.994	0.932
Escherichia_coli_O157-H7	1	0.976	0.875	0.948	0.98	0.91
Ralstonia_solanacearum_GMI1000	1	0.978	0.248	1.0	0.978	0.398
Pseudomonas_putida_KT2440	1	0.995	0.963	0.9	0.999	0.93
Pseudomonas_aeruginosa_PAO1	1	0.999	0.885	1.0	0.999	0.939
Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18	1	0.989	0.913	0.898	0.995	0.905
Xanthomonas_axonopodis_pv._citri_str._306	1	0.996	0.771	1.0	0.996	0.871
Yersinia_pestis_KIM	1	0.984	0.71	0.774	0.99	0.741
Shigella_flexneri_2a_str._301	1	0.961	0.245	0.983	0.961	0.392
Bacteroides_uniformis_ATCC_8492_strain_81A2	1	0.954	0.841	0.504	0.992	0.63
Yersinia_pestis_CO92	1	0.979	0.679	0.664	0.99	0.671
Paracoccus_denitrificans_PD1222	1	0.993	0.965	0.851	0.999	0.904
Shewanella_oneidensis_MR-1	1	0.997	0.988	0.928	1.0	0.957
Escherichia_coli_K12	1	0.986	0.58	0.978	0.986	0.728
Enterococcus_faecalis_strain_V583	1	0.993	1.0	0.611	1.0	0.759
Bacillus_halodurans_C-125	1	0.996	0.787	0.804	0.998	0.796
Mycobacterium_tuberculosis_H37Rv	1	0.996	0.674	1.0	0.996	0.805
Bacillus_subtilis_subsp._subtilis_str._168	1	0.998	0.982	0.982	0.999	0.982
Mycobacterium_tuberculosis_CDC1551	1	0.997	0.667	1.0	0.997	0.8
Paracoccus_sanguinis_5503	1	0.975	1.0	0.685	1.0	0.813
Caulobacter_crescentus_CB15	1	0.998	0.76	1.0	0.998	0.864
Vibrio_cholerae_O1_biovar_eltor_str._N16961	1	0.997	0.775	0.939	0.998	0.849
Paracoccus_aminophilus_JCM_7686	1	0.967	0.978	0.673	0.998	0.797
Paracoccus_sp._SCN_68-21	1	0.991	1.0	0.63	1.0	0.773
Listeria_innocua_Clip11262	1	0.985	0.939	0.908	0.993	0.924
Deinococcus_radiodurans_R1	1	0.998	1.0	0.839	1.0	0.912
Brucella_melitensis_16M	1	0.983	0.733	0.423	0.996	0.537
Paracoccus_yeei_TT13	1	0.978	0.895	0.81	0.992	0.851
Clostridium_perfringens_str._13	1	0.994	1.0	0.605	1.0	0.754
Listeria_monocytogenes_EGD-e	1	0.999	1.0	0.95	1.0	0.974
Staphylococcus_aureus_strain_Sa_Newman_UoM	1	0.995	0.952	0.985	0.996	0.969
Staphylococcus_aureus_subsp._aureus_Mu50	1	0.992	0.885	0.956	0.993	0.919
Clostridium_tetani_E88	1	0.989	0.979	0.837	0.999	0.903
Staphylococcus_aureus_subsp._aureus_MW2	1	0.982	0.729	0.984	0.982	0.837
Xylella_fastidiosa_9a5c	1	0.974	0.874	0.833	0.988	0.853
Lactococcus_lactis_subsp._lactis_Il1403	1	0.986	0.912	0.941	0.991	0.927
Xylella_fastidiosa_Temecula1	1	0.973	0.784	0.883	0.98	0.83
Neisseria_meningitidis_MC58	1	0.997	0.939	0.92	0.999	0.929
Pasteurella_multocida_subsp._multocida_str._Pm70	1	0.997	0.714	0.938	0.997	0.811
Bifidobacterium_longum_NCC2705	1	0.981	0.904	0.603	0.997	0.723
Streptococcus_pyogenes_MGAS315	1	0.991	0.997	0.954	0.999	0.975
Streptococcus_pyogenes_M1_GAS	1	0.996	0.994	0.961	0.999	0.977
Streptococcus_pyogenes_MGAS8232	1	0.991	1.0	0.943	1.0	0.971
Neisseria_meningitidis_Z2491	1	0.993	0.935	0.917	0.997	0.926
Haemophilus_influenzae_Rd_KW20	1	0.994	0.933	0.921	0.997	0.927
Achromobacter_denitrificans_strain_PR1	1	0.998	0.968	0.938	0.999	0.953
Mesorhizobium_loti_MAFF303099	2	0.967	0.387	0.758	0.972	0.512
Escherichia_coli_O157-H7_EDL933	2	0.97	0.829	0.95	0.973	0.886
Escherichia_coli_CFT073	2	0.982	0.749	0.974	0.982	0.847
Escherichia_coli_O157-H7	2	0.974	0.856	0.957	0.976	0.904
Ralstonia_solanacearum_GMI1000	2	0.955	0.136	0.949	0.955	0.238
Pseudomonas_putida_KT2440	2	0.984	0.741	0.913	0.987	0.818
Pseudomonas_aeruginosa_PAO1	2	0.993	0.536	0.978	0.993	0.692
Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18	2	0.968	0.655	0.905	0.972	0.76
Xanthomonas_axonopodis_pv._citri_str._306	2	0.981	0.413	0.969	0.982	0.579
Yersinia_pestis_KIM	2	0.959	0.391	0.662	0.968	0.492
Shigella_flexneri_2a_str._301	2	0.944	0.184	0.983	0.944	0.311
Bacteroides_uniformis_ATCC_8492_strain_81A2	2	0.897	0.233	0.143	0.96	0.177
Yersinia_pestis_CO92	2	0.965	0.469	0.587	0.978	0.522
Paracoccus_denitrificans_PD1222	2	0.974	0.612	0.783	0.981	0.687
Shewanella_oneidensis_MR-1	2	0.997	0.988	0.928	1.0	0.957
Escherichia_coli_K12	2	0.969	0.389	0.966	0.97	0.555
Enterococcus_faecalis_strain_V583	2	0.996	0.829	0.944	0.997	0.883
Bacillus_halodurans_C-125	2	0.979	0.313	0.783	0.981	0.447
Mycobacterium_tuberculosis_H37Rv	2	0.987	0.356	1.0	0.987	0.525
Bacillus_subtilis_subsp._subtilis_str._168	2	0.986	0.83	0.986	0.986	0.901
Mycobacterium_tuberculosis_CDC1551	2	0.991	0.422	0.964	0.991	0.587
Paracoccus_sanguinis_5503	2	0.964	1.0	0.556	1.0	0.714
Caulobacter_crescentus_CB15	2	0.998	1.0	0.579	1.0	0.733
Vibrio_cholerae_O1_biovar_eltor_str._N16961	2	0.98	0.295	0.939	0.98	0.449
Paracoccus_aminophilus_JCM_7686	2	0.961	0.911	0.652	0.993	0.76
Paracoccus_sp._SCN_68-21	2	0.987	1.0	0.481	1.0	0.65
Listeria_innocua_Clip11262	2	0.983	0.944	0.882	0.994	0.912
Deinococcus_radiodurans_R1	2	0.981	0.0	0.0	0.99	
Brucella_melitensis_16M	2	0.978	0.524	0.423	0.991	0.468
Paracoccus_yeei_TT13	2	0.97	0.865	0.726	0.99	0.79
Clostridium_perfringens_str._13	2	0.996	1.0	0.721	1.0	0.838
Listeria_monocytogenes_EGD-e	2	0.997	0.907	0.975	0.997	0.94
Staphylococcus_aureus_strain_Sa_Newman_UoM	2	0.995	0.952	0.985	0.996	0.969
Staphylococcus_aureus_subsp._aureus_Mu50	2	0.992	0.885	0.956	0.993	0.919
Clostridium_tetani_E88	2	0.989	1.0	0.819	1.0	0.901
Staphylococcus_aureus_subsp._aureus_MW2	2	0.982	0.731	0.992	0.982	0.841
Xylella_fastidiosa_9a5c	2	0.931	0.615	0.64	0.96	0.627
Lactococcus_lactis_subsp._lactis_Il1403	2	0.987	0.917	0.946	0.991	0.931
Xylella_fastidiosa_Temecula1	2	0.959	0.719	0.737	0.977	0.728
Neisseria_meningitidis_MC58	2	0.961	0.282	0.62	0.968	0.387
Pasteurella_multocida_subsp._multocida_str._Pm70	2	0.992		0.0	1.0	
Bifidobacterium_longum_NCC2705	2	0.971	1.0	0.282	1.0	0.44
Streptococcus_pyogenes_MGAS315	2	0.992	0.997	0.957	0.999	0.977
Streptococcus_pyogenes_M1_GAS	2	0.995	1.0	0.944	1.0	0.971
Streptococcus_pyogenes_MGAS8232	2	0.991	1.0	0.943	1.0	0.971
Neisseria_meningitidis_Z2491	2	0.968	0.626	0.706	0.98	0.664
Haemophilus_influenzae_Rd_KW20	2	0.994	0.933	0.921	0.997	0.927
Achromobacter_denitrificans_strain_PR1	2	0.983	0.552	0.829	0.986	0.663
Mesorhizobium_loti_MAFF303099	3	0.994	0.805	0.972	0.995	0.88
Escherichia_coli_O157-H7_EDL933	3	0.974	0.843	0.97	0.975	0.902
Escherichia_coli_CFT073	3	0.993	0.891	0.981	0.993	0.934
Escherichia_coli_O157-H7	3	0.978	0.87	0.974	0.978	0.919
Ralstonia_solanacearum_GMI1000	3	0.977	0.239	1.0	0.976	0.386
Pseudomonas_putida_KT2440	3	0.996	0.952	0.952	0.998	0.952
Pseudomonas_aeruginosa_PAO1	3	0.997	0.73	1.0	0.997	0.844
Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18	3	0.991	0.874	0.98	0.992	0.924
Xanthomonas_axonopodis_pv._citri_str._306	3	0.995	0.727	1.0	0.995	0.842
