orf_length_med	shannon_slope	at_skew	gc_skew	max_direction	status
265.5	0.07005309052911554	1.534750373664869	1.7494774876720582	20	0
288	0.06885769975633396	1.4427102188169363	1.701500534027742	21	0
342.0	0.06845282278331198	1.3829317690676517	1.7092264026139254	22	0
396	0.06818542409936401	1.3177350641480812	1.7465209479609127	23	0
295.5	0.06804678230722147	1.1854977133592903	1.7158752347160933	24	0
303	0.0676727419726045	1.1869953192614946	1.643468305570658	25	0
349.5	0.06741662190939357	1.165667309478304	1.574267946484015	26	0
405	0.06712252267140828	1.1107338799548525	1.5757165314187427	26	0
349.5	0.06699606551286671	1.0762366796462044	1.513940978118516	27	0
354	0.06677937486226647	1.0449976069000644	1.4778538880083425	28	0
375.0	0.06651997324674379	1.0482154438741178	1.5289180815207206	29	0
405	0.06628128872349862	1.0298313008826288	1.5191599454539633	30	0
375.0	0.06611972031477953	1.013142519592646	1.540736194249494	31	0
354	0.06610420070797014	0.9104608212727262	1.6026923189841311	32	0
328.5	0.06593301502808759	0.8980988063728017	1.6066814156342237	33	0
354	0.06586071657109324	0.9000808181008627	1.6070041255645784	34	0
295.5	0.06579537415950619	0.9452499515366142	1.6776368029813975	35	0
303	0.06551015436682017	0.8409800473487674	1.6522696811685276	36	0
328.5	0.06511192242256857	0.8306101876853468	1.6178521350756265	37	0
354	0.06496747517174518	0.7894161690494234	1.6534964912453263	38	0
328.5	0.06478951716967452	0.6798558091480621	1.6564911355408607	39	0
300.0	0.0649347322389199	0.7501977698873528	1.620117679138582	39	0
292.5	0.06500698758309158	0.7981527107965533	1.6530819549315108	39	0
292.5	0.06494656329602906	0.7422703336461128	1.5645403291647855	39	0
283.5	0.06506336895590295	0.7912512492390746	1.5026611847622793	39	0
283.5	0.06502542631245989	0.7924139532464762	1.466179227331732	39	0
261.0	0.06550921087470718	0.8983484175130858	1.439818986449414	39	0
261.0	0.06549790228516976	0.8378834372113648	1.3348399502047519	39	0
261.0	0.06545384542839189	0.7718706401060222	1.28632691431129	39	0
261.0	0.06540923325977145	0.6593497637978962	1.2556934946357041	39	0
217.5	0.06557853874671918	0.7537059745670596	1.294627331570662	39	0
153.0	0.06574463348414701	0.8322565128842974	1.264663308938668	39	0
153.0	0.06577333175741364	0.7888730328323678	1.2446011835408404	39	0
75.0	0.06605773850543649	0.8758144305006276	1.242304949033261	39	0
25.5	0.06620805467312743	0.9779533833180883	1.2321136125642187	39	0
-25.5	0.06639278566549177	0.9008741955561949	1.2126698954743211	39	0
-79.5	0.06649869059676156	0.9994721425290358	1.2153234966184139	39	0
-94.5	0.06654038507771759	1.111070306613504	1.1985062818038086	39	0
-102.0	0.06666627532483003	1.1279191985085195	1.1492450033913506	39	0
-102.0	0.06661719282991677	1.1382470536351896	1.0896950718342175	39	0
-136.5	0	1.0947697570125985	1.0225922031645676	39	0
-171.0	0	1.138910840764776	1.0581298017200325	39	0
-171.0	0	1.106239096238122	1.0149584774306282	39	0
-171.0	0	1.151746302126141	1.000863671461135	39	0
-180.0	0	1.2969954516308908	1.021621407102981	39	0
-204.0	0	1.367641815296108	1.0370162689891302	40	0
-252.0	0	1.397915665557608	1.076762677861106	40	0
-280.5	0	1.3979230500991808	1.0381253622665227	40	0
-280.5	0	1.4615733837593394	1.0661458192832989	40	0
-294.0	0	1.5462808985807956	1.0380183486407544	40	0
-312.0	0	1.463239605961098	1.0754543460645987	40	0
-319.5	0	1.3148687711061062	1.1305957210114732	40	0
-327.0	0	1.3349533373247275	1.114467959453162	40	0
-319.5	0	1.4446027954742178	1.066903134533961	40	0
-319.5	0	1.4830502793122362	1.0507615767724368	40	0
-319.5	0	1.310243090603042	1.0294337078484805	40	0
-327.0	0	1.2470888500583477	0.89627144479429	40	0
-327.0	0	1.35707706089343	0.8717625049143779	40	0
-327.0	0	1.3566751306811144	0.8968055146308954	39	0
-327.0	0	1.3707567742756266	0.8399058730733548	38	0
-327.0	0	1.4675919441207346	0.8072478923981	38	0
-327.0	0	1.3825725379420764	0.8935550343885859	38	0
-327.0	0	1.3360577805698097	0.9316358096792549	38	0
-327.0	0	1.2812218522210626	0.9506731620583634	38	0
-327.0	0	1.3056970815274318	0.9891100367384189	38	0
-327.0	0	1.2882706704570517	0.9828062331155736	38	0
-327.0	0	1.236054287838017	1.0093997169222306	38	0
-313.5	0	1.1694402218378097	1.0510541804101388	38	0
-327.0	0	1.131516261767613	1.0401235902689756	38	0
-327.0	0	1.099950528844798	1.0111489845109025	38	0
-306.0	0	0.9755132845122898	1.0172776824775551	38	0
-306.0	0	0.7806666095037968	1.0282291085896054	38	0
-288.0	0.06759214309285591	0.7813897012435502	0.9848662876563906	37	0
